Product,Reviewer,Review_Title,Review_Text,Review_Rating,Review_Date,Product_URL
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Ganesh,Overall,Good to go,,Reviewed in India on 4 March 2026,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
"American Tourister Cabin Trolley Bag for Travel | Upland Spinner 55 Cms Polypropylene Hardsided Small Luggage Bag | 4 Wheel Suitcase for Travel | Trolley Bag for Travelling, Black",Ankit,Okayish but has some issues,The handle is not fixed in place and is dangling. The zipper alignment is not sturdy. The build quality is good though and the capacity is great.,,Reviewed in India on 18 October 2025,https://www.amazon.in/American-Tourister-Upland-Trolly-Black/dp/B07Z417Y94/ref=sr_1_5?sr=8-5
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Madhu,N/A,N/A,,Reviewed in India on 21 April 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Surjeet Yadav,N/A,N/A,,Reviewed in India on 6 February 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),VYSAKH,N/A,N/A,,Reviewed in India on 5 April 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Vikramadithyan P,N/A,N/A,,Reviewed in India on 15 February 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Saswat kumar dash,N/A,N/A,,Reviewed in India on 20 March 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Carol,N/A,N/A,,Reviewed in India on 23 March 2026,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),Amazon Customer,N/A,N/A,,Reviewed in India on 10 December 2025,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Jamaica 58CM Wine RED Soft Suitcase 4 Wheel (27O (0) 70 001),krunal,N/A,N/A,,Reviewed in India on 29 November 2025,https://www.amazon.in/American-Tourister-27O-70-001/dp/B073XL1C3W/ref=sr_1_6?sr=8-6
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,RV,Good product,"Wheel moves freely,Good storage, also travel friendly",,Reviewed in India on 18 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Sekh naim,Nice product,"These are topics other customers want to know more about. Feel free to include them, but they're optional.",,Reviewed in India on 17 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Mahiya Abdurrehman,Price affordable and sturdy,Very good,,Reviewed in India on 23 February 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Amazon Customer,Loved it,Beautiful colour and spacious and lightweight.,,Reviewed in India on 22 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Madhu,Disappointed with the American Tourister Trolley,"I recently purchased the American Tourister Ivy 78 Cms Large Check-in Polypropylene (PP) trolley, and I must say that I am thoroughly disappointed with its performance. Despite its promising features, this suitcase failed to meet my expectations in several key areas.

First and foremost, the build quality of this trolley is subpar. The polypropylene material used feels cheap and flimsy, making me question its durability. Within just a few uses, I noticed visible scratches and scuff marks on the surface, which is unacceptable for a product that is meant to endure the rigors of travel.

Furthermore, the wheels on this trolley are a major letdown. They lack smoothness and maneuverability, making it a struggle to navigate through crowded airports or uneven surfaces. The wheels frequently jammed and became stiff, adding unnecessary frustration to my travel experience. I expected better performance from a reputable brand like American Tourister.

Additionally, the handle mechanism was poorly designed. It felt flimsy and had a noticeable wobble, which made it uncomfortable to pull the trolley. I had concerns about its longevity and worried that it might break during my travels. A reliable handle is essential for a check-in suitcase, and the American Tourister Ivy failed to deliver in this aspect.

Lastly, the overall aesthetics of the trolley were uninspiring. The design lacked innovation and appeared outdated. For the price I paid, I expected a more stylish and modern look. It is disappointing when a product not only underperforms in terms of functionality but also fails to make a positive impression visually.

In conclusion, the American Tourister Ivy 78 Cms Large Check-in Polypropylene (PP) trolley fell short of my expectations. Its poor build quality, subpar wheels, flimsy handle, and unappealing aesthetics make it difficult for me to recommend this product. I regret my purchase and would advise potential buyers to explore other options before settling for this particular suitcase
Read more",,Reviewed in India on 18 July 2023,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Inas N.,Perfectly fine,,,Reviewed in India on 25 March 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Niyaz Latheef,"Average quality, delicate handles, and ordinary packaging. Do not recommend","The bag looks below average, and I have some doubts about whether it is original because the finishing quality feels quite average. I haven’t used it for travel yet, so I can’t fully comment on durability, but the handles seem very delicate and I’m not sure how well they will hold heavy weight. The packaging was also just average, nothing special.",,Reviewed in India on 24 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Ivy 2.0|Medium Size Check-in Spinner Trolley Bag (68 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Blue Frog,Ashley Alexander,Suitcase large size,The product is good. I purchase large size and on the first look the material quality and zip quality seems good. I want to see how well it be good for scratches.,,Reviewed in India on 10 February 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HKFPWR/ref=sr_1_7?sr=8-7
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Sania,N/A,N/A,,Reviewed in India on 10 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Premlata Tekriwal,N/A,N/A,,Reviewed in India on 13 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Shailesh,N/A,N/A,,Reviewed in India on 3 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Swapnanil kar,N/A,N/A,,Reviewed in India on 6 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Buyer,N/A,N/A,,Reviewed in India on 14 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,Prateek Dutta,N/A,N/A,,Reviewed in India on 23 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,abijith,N/A,N/A,,Reviewed in India on 12 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Seafoam Blue,nidhi,N/A,N/A,,Reviewed in India on 28 February 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HLYQK3/ref=sr_1_9?sr=8-9
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Hemant kumar,Value for money,"Good genuine product, like it very much",,Reviewed in India on 9 April 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,ajas mp,very good bag,good and useful bag for travel,,Reviewed in India on 31 March 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Sudha jaitly,Big size with light weight,Super quality.,,Reviewed in India on 9 February 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Raj,Check in baggage,The Brand name includes quality products. Zip is excellent and holds good for long wheels operate smooth.,,Reviewed in India on 5 April 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Abhijit Guha,Good product.,Luctavive product in cheaper rate. Light in weight helpful for air journey having international warranty.,,Reviewed in India on 3 April 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Mahesh,Quality issue,Very poor quality,,Reviewed in India on 22 April 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,Shweta Jaiswal,Good quality,It's nice look and good quality.,,Reviewed in India on 12 January 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
American Tourister Icor|Small Size Cabin Trolley Bag (58 cm)|360° 4 Wheel Spinner Travel Luggage|Soft Case Polyester Expandable Suitcase|Mounted Combination Lock|Teal,NitishK,lightweight bag but lock not TSA,"Lightweight. Great value for money.
But
Compared to my other previously bought American Tourister luggage, this bag has inner lining of some stiff plastic like material and not soft fabric.
And the lock is not TSA certified.

Otherwise no other complaint.",,Reviewed in India on 17 January 2026,https://www.amazon.in/American-Tourister-Soft-Sided-Expandable-Combination/dp/B0CW9T2Y43/ref=sr_1_10?sr=8-10
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Madhu,Must buy,"Just wow... Awesome quality bag it is.. All zips super smooth.. All wheels very smooth.. Looks, color beautiful😍 I loved the bag very much💗",,Reviewed in India on 21 April 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Surjeet Yadav,Soft fabric,"Nice product, fiber quality and also material size
I am Fully satisfied 😊",,Reviewed in India on 6 February 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",VYSAKH,The quality is amazing,Very nice product and good quality,,Reviewed in India on 5 April 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Vikramadithyan P,Great deal,It's best in class in this price point,,Reviewed in India on 15 February 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Saswat kumar dash,Very good luggage bagpack,It's a really great luggage back using it as a hosteller great choice. I bought it for 3000,,Reviewed in India on 20 March 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Carol,Misleading product description.,"To anyone going for this purchase. Please confirm the product description upon recieving the bag if it's according to what it states by measuring your bag with a measuring tape. Product description says it's 58 cms. And when spoken to the customer service team, they say there is a product description mismatch. And in reality this is a 55 cm trolley bag.
Misleading people is really shameful.",,Reviewed in India on 23 March 2026,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",Amazon Customer,Large size with extended volume,Standard product with decent prize. I strongly recommend product. Good meterial and less weight. Good for travelling peoples who carries big luggage.,,Reviewed in India on 10 December 2025,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
"American Tourister Jamaica 80 CM Large Check-in Polyester Softside Trolley Bag with Combination Lock, Luggage Bag with 4 Spinner Wheels for Smooth Travel, Trolley for Men & Women - Multi Colour",krunal,Extremely poor quality,"Extremely poor quality bag. Please do not waste your time and money on such product. The bag has no robustness in its structure and has been torn (see pic) just in one international journey, which by contrast is worst as I own many a few other luggages and have been travelling with them over the years.",,Reviewed in India on 29 November 2025,https://www.amazon.in/American-Tourister-Polyester-Softside-Combination/dp/B0FHJNMV97/ref=sr_1_11?sr=8-11
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),leelasai thummalapalli,Quality is good but drag handle is little sensitive,Looks good worthit and also comes with water resistant for this trolly. Light weight. Design is good Matte feels occurs less scratchs.,,Reviewed in India on 16 January 2026,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Yash kadam,Good but not strong but okay,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range,,Reviewed in India on 12 March 2026,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Aruna Shankar,Great pick,"Very good, strong & sturdy .However colour didn't match like what was in the display. Definitely recommend",,Reviewed in India on 1 December 2025,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Aniket Padman,Good Product,Good product,,Reviewed in India on 2 January 2026,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Suresh Manne,A trusted brand with quality product,"I have a positive feedback on American Tourister trolleys, they are of good quality one, so is the price little higher side.",,Reviewed in India on 12 November 2025,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Shyam Sundar,Return is not done,The item was small and poor quality. Have immediately initiated return on the same day of delivery (18th mar 2026) but it is neither picked up nor money is refunded.,,Reviewed in India on 24 March 2026,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Ganesh,Overall,Good to go,,Reviewed in India on 4 March 2026,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Upland Sport 55 CM Small Carry-On Polypropylene (PP) Hard 4 Wheels Spinner Luggage/Suitcase/Trolley Bag for Travel (Pool Blue),Ankit,Okayish but has some issues,The handle is not fixed in place and is dangling. The zipper alignment is not sturdy. The build quality is good though and the capacity is great.,,Reviewed in India on 18 October 2025,https://www.amazon.in/American-Tourister-Polypropylene-Spinner-Suitcase/dp/B0F4G1J733/ref=sr_1_12?sr=8-12
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Sania,N/A,N/A,,Reviewed in India on 10 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Premlata Tekriwal,N/A,N/A,,Reviewed in India on 13 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Shailesh,N/A,N/A,,Reviewed in India on 3 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Swapnanil kar,N/A,N/A,,Reviewed in India on 6 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Buyer,N/A,N/A,,Reviewed in India on 14 April 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,Prateek Dutta,N/A,N/A,,Reviewed in India on 23 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,abijith,N/A,N/A,,Reviewed in India on 12 March 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Liftoff+|Large Size Check-in Spinner Trolley Bag (79 cm) for Travel|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Mounted TSA Lock|Spa Blue,nidhi,N/A,N/A,,Reviewed in India on 28 February 2026,https://www.amazon.in/American-Tourister-Liftoff-Suitcase-Trolley/dp/B0F5HM58RR/ref=sr_1_13?sr=8-13
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,RV,N/A,N/A,,Reviewed in India on 18 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Sekh naim,N/A,N/A,,Reviewed in India on 17 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Mahiya Abdurrehman,N/A,N/A,,Reviewed in India on 23 February 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Amazon Customer,N/A,N/A,,Reviewed in India on 22 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Madhu,N/A,N/A,,Reviewed in India on 18 July 2023,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Inas N.,N/A,N/A,,Reviewed in India on 25 March 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Niyaz Latheef,N/A,N/A,,Reviewed in India on 24 April 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
American Tourister Ivy 2.0|Large Size Check-in Spinner Trolley Bag (79 cm)|360° 8 Wheel Travel Luggage|Hard Case Polypropylene (PP) Suitcase|Combination Lock|Black,Ashley Alexander,N/A,N/A,,Reviewed in India on 10 February 2026,https://www.amazon.in/American-Tourister-Suitcase-Trolley-Combination/dp/B0F5HQQ361/ref=sr_1_15?sr=8-15
"American Tourister Cabin Trolley Bag for Travel|Splash 55 Cms Polycarbonate Hardsided Small Luggage Bag|Speed_Wheel 8 Wheel Suitcase for Travel|Trolley Bag for Travelling, Coral/Teal",J. SURESH,N/A,N/A,,Reviewed in India on 26 March 2026,https://www.amazon.in/American-Tourister-Polycarbonate-LG1-22/dp/B0B6BVXCCD/ref=sr_1_16?sr=8-16
